deal_id,deal_name,sponsor,confidence,proposed_mt_number,suggested_mt_number,your_decision,why_flagged,suggestion_basis,base_mt_number,suffix,is_extension_or_followon,extension_number,won_deal,hubspot_url
45719753307,TPS: NSCLC - plasma (MT0738 extension #1) ,TPS,OK,MT0738,,,,,MT0738,,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/45719753307
60694361734,TPS: NSCLC - plasma (MT0738 extension #2) ,TPS,OK,MT0738,,,,,MT0738,,yes,2,,https://app.hubspot.com/contacts/7423331/record/0-3/60694361734
36723903861,TPS: NSCLC - plasma (MT0738),TPS,OK,MT0738,,,,,MT0738,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/36723903861
5024016976,TRB: Tonsil - FFPE (MT1876),TRB,OK,MT1876,,,,,MT1876,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5024016976
48171775127,TSB: Healthy - 2 x 50 mL whole blood (MT3826),TSB,OK,MT3826,,,,,MT3826,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/48171775127
12343114402,TSL: Stage III-IV pancreatic cancer - FFPE (MT7352) See note,TSL,OK,MT7352,,,,,MT7352,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12343114402
5366108695,VCT: NSCLC pilot - ex vivo FNA (MT1999),VCT,OK,MT1999,,,,,MT1999,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5366108695
12270034957,VTX: Stage IV breast cancer & normal - blood (MT2915),VTX,OK,MT2915,,,,,MT2915,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12270034957
9762286986,VYX: Ovarian cancer with HRD - FFPE (MT7002),VYX,OK,MT7002,,,,,MT7002,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9762286986
7911582275,VYY: Cancer - tumor FFPE + NAT FFPE (MT7001),VYY,OK,MT7001,,,,,MT7001,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/7911582275
12827185307,XAI - International healthies - plasma & serum (MT3505 extension #1),XAI,OK,MT3505,,,,,MT3505,,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/12827185307
13415860858,XAI: 200 subject healthies - plasma & serum (MT3505 extension),XAI,OK,MT3505,,,,,MT3505,,yes,,,https://app.hubspot.com/contacts/7423331/record/0-3/13415860858
20362407551,XAI: Breast cancer & healthy - blood (MT3599),XAI,OK,MT3599,,,,,MT3599,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/20362407551
13804451737,XAI: Breast cancer & healthy stability - blood (MT3518),XAI,OK,MT3518,,,,,MT3518,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13804451737
8562591035,XAI: Cell lysing study - blood (MT3522),XAI,OK,MT3522,,,,,MT3522,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8562591035
6339535970,XAI: Controls - blood or plasma & serum (MT3505),XAI,OK,MT3505,,,,,MT3505,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6339535970
10487092650,XAI: Dense breast LDT - plasma (MT3533),XAI,OK,MT3533,,,,,MT3533,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/10487092650
8562669682,XAI: Healthies (100 mL) - blood (MT3512),XAI,OK,MT3512,,,,,MT3512,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8562669682
6486554496,XAI: Healthies - 20 mL pooled serum (MT3501),XAI,OK,MT3501,,,,,MT3501,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6486554496
15528273235,XAI: Healthy - blood (MT3518 extension #1),XAI,OK,MT3518,,,,,MT3518,,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/15528273235
15895996176,XAI: Healthy - blood (MT3518 extension #2),XAI,OK,MT3518,,,,,MT3518,,yes,2,,https://app.hubspot.com/contacts/7423331/record/0-3/15895996176
6269336920,XAI: Healthy aliquots - serum & plasma (MT3502),XAI,OK,MT3502,,,,,MT3502,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6269336920
20660295733,XAI: NSCLC & smoker - blood (MT3599 extension #1),XAI,OK,MT3599,,,,,MT3599,,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/20660295733
14051129462,XAI: Pre-biopsy breast - plasma (MT3520),XAI,OK,MT3520,,,,,MT3520,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/14051129462
7238605481,XAI: Pre/post surgery CRC & colonic resection - serum & plasma (MT3516),XAI,OK,MT3516,,,,,MT3516,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/7238605481
58208874566,XOP: Breast Cancer & Healthy (MT7636 extension #1),XOP,OK,MT7636,,,,,MT7636,,yes,1,,https://app.hubspot.com/contacts/7423331/record/0-3/58208874566
33397441645,"XOP: Breast, CRC, NSCLC, healthy - plasma (MT7636)",XOP,OK,MT7636,,,,,MT7636,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/33397441645
15897198504,"XOP: Lung, Prostate, Ovarian, normal - plasma (MT7640)",XOP,OK,MT7640,,,,,MT7640,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/15897198504
21759997319,XRA: Atopic Dermatitis - skin punch biopsies and whole blood (MT8178) ,XRA,OK,MT8178,,,,,MT8178,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/21759997319
22389013390,XRA: Chronic spontaneous urticaria - skin punch biopsies and whole blood (MT8178) ,XRA,OK,MT8178,,,,,MT8178,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/22389013390
32415560849,XRA: Healthy - skin punch biopsy and whole blood (MT8180) (SEE NOTE),XRA,OK,MT8180,,,,,MT8180,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/32415560849
36962052789,XZM: IPMN - plasma (MT5727),XZM,OK,MT5727,,,,,MT5727,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/36962052789
5575087873,ZPD: Multiple myeloma - marrow #2 (MT2032),ZPD,OK,MT2032,,,,,MT2032,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5575087873
4814757483,ZPD: Myeloma - marrow & blood (MT2035) (see note),ZPD,OK,MT2035,,,,,MT2035,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4814757483
15258347326,Abio,,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/15258347326
6127559304,BMS (Tao): chronic lymphocytic leukemia bone marrow core biopsy - FFPE,,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6127559304
6127606035,BMS (Tao): Lupus skin - FFPE,,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6127606035
6088054620,BMS (Tao): Met bladder blocks after therapy - FFPE,,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6088054620
6127669042,BMS (Tao): Multiple myeloma bone marrow aspirates or biopsy - FFPE,,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6127669042
7945874593,BMS (Tao): Pediatric cancers - FFPE,,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/7945874593
6087940490,BMS (Tao): Post IO blocks,,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6087940490
6127443609,BMS (Tao): Skin post standard care - FFPE,,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6127443609
7260069518,RCH Longitudinal Omnicron COVID - serum,,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/7260069518
34096458083,1CD: Oncology - FFPE & plasma,1CD,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/34096458083
34632967345,1CD: Prostate BRCA 1/ BRCA 2 positive - whole blood,1CD,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/34632967345
34633180001,1CD: Relapsed or progressing CRC - whole blood,1CD,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/34633180001
13800611455,23M: cancers - FFPE and plasma,23M,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13800611455
14164299921,"23M: Cervical, CRC, melanoma, cutaneous SCC - FFPE & plasma",23M,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/14164299921
13280444234,"23M: Cervical, esophageal, NSCLC, ovarian - FFPE & plasma",23M,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13280444234
8927214866,23M: Kaposi's sarcoma -FFPE,23M,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8927214866
11319064987,23M: Ovarian clear cell carcinoma - FFPE,23M,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/11319064987
8667354270,"23M: SLE Kidney, skin tissues - FFPE",23M,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8667354270
3721275622,"2GN: RCC, melanoma, NSCLC - stool",2GN,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/3721275622
13073010083,3RV: Banked influenza - plasma,3RV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13073010083
8928541518,ABL: 4 multiparous women - plasma,ABL,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8928541518
7634177850,"ABM: Remnant COVID, flu, RSV - NPS",ABM,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/7634177850
21116889954,ABP: Normal skin - frozen tissue,ABP,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/21116889954
21096290641,"ABP: Prostate cancer - FFPE, plasma, buffy coat",ABP,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/21096290641
21095841631,ABP: Stage IV breast cancer - plasma,ABP,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/21095841631
15417247768,ABS: Atopic dermatitis & Crohns - FFPE,ABS,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/15417247768
7587802462,ABT: 14+ day post PCR COVID - serum,ABT,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/7587802462
6014310696,ABT: COVID w/ variant & titer info - plasma or serum,ABT,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/6014310696
5898894254,ABT: Flu A/B - swabs,ABT,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5898894254
60035544245,ABV: AD + Psoriasis - FFPE,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/60035544245
4829638827,"ABV: AD and MCI - plasma, serum, urine, saliva, CSF",ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4829638827
5281325192,"ABV: Alzheimers, Parkinson's, ALS, normal brain - FFPE & frozen tissue",ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5281325192
9820168214,ABV: AML - blood,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9820168214
56646448682,ABV: Androgenic Alopecia (AGA) - Scalp Skin Tissue Biopsies FFPE,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/56646448682
38149633451,ABV: Androgenic alopecia - FFPE,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/38149633451
15981371505,ABV: Atopic dermatitis & healthy - tissue (fresh),ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/15981371505
15992597921,ABV: Atopic dermatitis - tissue (frozen),ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/15992597921
8621015908,"ABV: Atopic Dermatitis, Hidradenitis Suppurativa, Idiopathic Pulmonary Fibrosis, Diffuse Scleroderma - FFPE",ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8621015908
57830755603,"ABV: Atopic Dermatitis, Hidradenitis suppurativa, Psorasis - skin biopsies",ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/57830755603
13063673649,"ABV: Breast, H&N, NSCLC, RCC - fresh tumor & NAT",ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13063673649
4868844874,ABV: Cancer - same day blood,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4868844874
17452580975,"ABV: cervical, esophageal, H&N - tissue",ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/17452580975
9691064868,"ABV: Colon, small intestine NAT, Polymyalgia Rheumatica, Sarcoidosis, Vitiligo, Atopic Dermatitis - FFPE with matched PBMC and serum (if available)",ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9691064868
12534012209,"ABV: CRC, HCC, NSCLC, RCC - tissue",ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12534012209
36208489850,"ABV: CRC, NSCLC, ovarian - tissue",ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/36208489850
23380963623,"ABV: Crohn's, UC (post-mortem) - tissue",ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/23380963623
4478689874,ABV: DLBCL & follicular lymphoma - PBMC & FFPE,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4478689874
38160145162,"ABV: DLBCL - tissue, PBMC",ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/38160145162
4125278364,ABV: Follicular lymphoma pre & post R-CHOP- FFPE,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4125278364
12179751783,ABV: Fresh lymph node tissue,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12179751783
8871015491,ABV: Healthy colonic biopsies - tissue & blood,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8871015491
14009149108,"ABV: Hidradenitis Suppurativa and healthy  - tissue, blood",ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/14009149108
34585863696,ABV: IBD biopsy - tissue,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/34585863696
34585030997,ABV: IBD resection - FFPE,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/34585030997
13904004003,ABV: IBD resection - tissue,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13904004003
13797057808,ABV: IBD resection - tissue,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13797057808
8404841642,ABV: IBD resections - tissue & blood,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8404841642
13820563859,ABV: Liver mets CRC primaries - FFPE,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/13820563859
12292205340,ABV: Lung cancer - tissue and blood,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12292205340
18983244059,ABV: Master derm study (see notes),ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/18983244059
8262593206,ABV: MC & F lymphoma pre/post specific therapy - blood,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8262593206
8721709641,ABV: MDS & MM - blood,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8721709641
4616545859,ABV: Menu,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/4616545859
20980398215,ABV: Multiple myeloma - blood,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/20980398215
54323397933,ABV: Multiple myeloma - blood or plasma,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/54323397933
39615146768,ABV: Multiple Myeloma - BMMCs,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/39615146768
5348959545,ABV: Multiple myeloma - marrow & blood,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5348959545
14361601124,"ABV: Multiple myeloma pre, on, and post daratumumab - PBMCs & BMMCs",ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/14361601124
47720325507,ABV: Normal & diseased tonsil - FFPE,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/47720325507
8870782099,ABV: Normal resections - tissue & blood,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8870782099
38160141490,ABV: Normal skin resection - tissue,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/38160141490
21514170513,ABV: NSCLC exon 14 skipping mutation - FFPE,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/21514170513
5292402833,"ABV: NSCLC, H&N, gastric - tumor & blood",ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5292402833
8413317154,"ABV: NSCLC, H&N, urothelial, bladder, RCC post neoadjuvant therapy - FFPE",ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/8413317154
3031083889,"ABV: NSCLC, TNBC, HNSCC - fresh tumor",ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/3031083889
17027854003,"ABV: OA, RA - synovial fluid, synovial tissue",ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/17027854003
10845258374,ABV: On therapy CLL - blood,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/10845258374
56091144997,ABV: Ovarian cancer - ascites,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/56091144997
5643750503,"ABV: PD & normal - serum, plasma, urine, saliva, CSF",ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5643750503
12874437541,ABV: PDAC - FFPE,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12874437541
5441991837,"ABV: Polycystic kidney disease - FFPE,  plasma",ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5441991837
5441991948,ABV: Polymyalgia rheumatica (PMR) or Giant Cell Arteritis (GCA) - tissues or biofluids,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5441991948
5299124019,ABV: Polymyalgia Rheumatica - bursal or synovial fluids and muscle tissue,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/5299124019
12581907992,ABV: Post 2nd line cancer - FFPE,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/12581907992
14317181299,ABV: Post neoadjuvant CRC - FFPE,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/14317181299
9344772666,ABV: Post therapy cancer - FFPE,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/9344772666
7997031065,ABV: Post therapy H&N - FFPE & plasma,ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/7997031065
34585864822,"ABV: Post-mortem colon & RA - tissue, synovial tissue",ABV,NO NUMBER,,,,no MT number in the deal name,,,,,,,https://app.hubspot.com/contacts/7423331/record/0-3/34585864822
